production_lot_id,production_date,factory_id,line_id,product_id,production_qty,pass_qty,started_qty,completed_qty,first_pass_pass_qty,fail_qty,rework_qty,scrap_qty
PLOT-00000252,2026-02-17,FAC-TW,LINE-TW-01,PROD-X200,42,41,42,42,41,1,1,0
PLOT-00000253,2026-02-17,FAC-TW,LINE-TW-02,PROD-N100,43,43,43,43,43,0,0,0
PLOT-00000254,2026-02-17,FAC-MX,LINE-MX-01,PROD-C100,51,51,51,51,51,0,0,0
PLOT-00000255,2026-02-17,FAC-MX,LINE-MX-02,PROD-X100,42,40,42,42,40,2,0,1
PLOT-00000256,2026-02-17,FAC-MY,LINE-MY-01,PROD-X200,37,37,37,37,37,0,0,0
PLOT-00000257,2026-02-17,FAC-MY,LINE-MY-03,PROD-N100,42,38,42,42,38,4,3,0
PLOT-00000258,2026-02-18,FAC-TW,LINE-TW-01,PROD-X100,45,44,45,45,44,1,0,0
PLOT-00000259,2026-02-18,FAC-TW,LINE-TW-02,PROD-N100,37,36,37,37,36,1,1,0
PLOT-00000260,2026-02-18,FAC-MX,LINE-MX-01,PROD-X100,42,41,42,42,41,1,0,1
PLOT-00000261,2026-02-18,FAC-MX,LINE-MX-02,PROD-X100,39,37,39,39,37,2,2,0
PLOT-00000262,2026-02-18,FAC-MY,LINE-MY-01,PROD-N100,37,35,37,37,35,2,1,0
PLOT-00000263,2026-02-18,FAC-MY,LINE-MY-03,PROD-C100,45,37,45,45,37,8,7,1
PLOT-00000264,2026-02-19,FAC-TW,LINE-TW-01,PROD-X200,48,44,48,48,44,4,3,1
PLOT-00000265,2026-02-19,FAC-TW,LINE-TW-02,PROD-X100,48,46,48,48,46,2,1,0
PLOT-00000266,2026-02-19,FAC-MX,LINE-MX-01,PROD-X100,53,50,53,53,50,3,1,0
PLOT-00000267,2026-02-19,FAC-MX,LINE-MX-02,PROD-S100,35,32,35,35,32,3,2,0
PLOT-00000268,2026-02-19,FAC-MY,LINE-MY-01,PROD-S100,53,52,53,53,52,1,1,0
PLOT-00000269,2026-02-19,FAC-MY,LINE-MY-03,PROD-X200,35,31,35,35,31,4,2,1
PLOT-00000270,2026-02-20,FAC-TW,LINE-TW-01,PROD-S100,44,44,44,44,44,0,0,0
PLOT-00000271,2026-02-20,FAC-TW,LINE-TW-02,PROD-N100,48,46,48,48,46,2,2,0
PLOT-00000272,2026-02-20,FAC-MX,LINE-MX-01,PROD-X200,52,47,52,52,47,5,3,0
PLOT-00000273,2026-02-20,FAC-MX,LINE-MX-02,PROD-N100,42,38,42,42,38,4,2,0
PLOT-00000274,2026-02-20,FAC-MY,LINE-MY-01,PROD-C100,43,42,43,43,42,1,1,0
PLOT-00000275,2026-02-20,FAC-MY,LINE-MY-03,PROD-C100,35,34,35,35,34,1,1,0
PLOT-00000276,2026-02-21,FAC-TW,LINE-TW-01,PROD-X200,47,46,47,47,46,1,1,0
PLOT-00000277,2026-02-21,FAC-TW,LINE-TW-02,PROD-C100,49,46,49,49,46,3,1,0
PLOT-00000278,2026-02-21,FAC-MX,LINE-MX-01,PROD-S100,54,52,54,54,52,2,1,0
PLOT-00000279,2026-02-21,FAC-MX,LINE-MX-02,PROD-X200,47,46,47,47,46,1,1,0
PLOT-00000280,2026-02-21,FAC-MY,LINE-MY-01,PROD-N100,35,35,35,35,35,0,0,0
PLOT-00000281,2026-02-21,FAC-MY,LINE-MY-03,PROD-X100,48,47,48,48,47,1,1,0
PLOT-00000282,2026-02-22,FAC-TW,LINE-TW-01,PROD-X100,49,49,49,49,49,0,0,0
PLOT-00000283,2026-02-22,FAC-TW,LINE-TW-02,PROD-X100,43,43,43,43,43,0,0,0
PLOT-00000284,2026-02-22,FAC-MX,LINE-MX-01,PROD-X100,41,40,41,41,40,1,0,0
PLOT-00000285,2026-02-22,FAC-MX,LINE-MX-02,PROD-X100,45,44,45,45,44,1,1,0
PLOT-00000286,2026-02-22,FAC-MY,LINE-MY-01,PROD-N100,47,45,47,47,45,2,1,1
PLOT-00000287,2026-02-22,FAC-MY,LINE-MY-03,PROD-X200,48,42,48,48,42,6,4,1
PLOT-00000288,2026-02-23,FAC-TW,LINE-TW-01,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000289,2026-02-23,FAC-TW,LINE-TW-02,PROD-X200,52,50,52,52,50,2,1,0
PLOT-00000290,2026-02-23,FAC-MX,LINE-MX-01,PROD-X100,46,45,46,46,45,1,0,0
PLOT-00000291,2026-02-23,FAC-MX,LINE-MX-02,PROD-X100,37,36,37,37,36,1,0,0
PLOT-00000292,2026-02-23,FAC-MY,LINE-MY-01,PROD-S100,55,54,55,55,54,1,1,0
PLOT-00000293,2026-02-23,FAC-MY,LINE-MY-03,PROD-X100,35,31,35,35,31,4,1,1
PLOT-00000294,2026-02-24,FAC-TW,LINE-TW-01,PROD-S100,41,39,41,41,39,2,1,0
PLOT-00000295,2026-02-24,FAC-TW,LINE-TW-02,PROD-N100,54,53,54,54,53,1,0,0
PLOT-00000296,2026-02-24,FAC-MX,LINE-MX-01,PROD-X100,39,38,39,39,38,1,1,0
PLOT-00000297,2026-02-24,FAC-MX,LINE-MX-02,PROD-X100,38,38,38,38,38,0,0,0
PLOT-00000298,2026-02-24,FAC-MY,LINE-MY-01,PROD-C100,41,39,41,41,39,2,1,0
PLOT-00000299,2026-02-24,FAC-MY,LINE-MY-03,PROD-C100,43,39,43,43,39,4,2,1
PLOT-00000300,2026-02-25,FAC-TW,LINE-TW-01,PROD-N100,40,40,40,40,40,0,0,0
PLOT-00000301,2026-02-25,FAC-TW,LINE-TW-02,PROD-C100,38,37,38,38,37,1,1,0
PLOT-00000302,2026-02-25,FAC-MX,LINE-MX-01,PROD-C100,40,39,40,40,39,1,1,0
PLOT-00000303,2026-02-25,FAC-MX,LINE-MX-02,PROD-S100,38,36,38,38,36,2,2,0
PLOT-00000304,2026-02-25,FAC-MY,LINE-MY-01,PROD-C100,44,43,44,44,43,1,0,0
PLOT-00000305,2026-02-25,FAC-MY,LINE-MY-03,PROD-C100,47,38,47,47,38,9,5,3
PLOT-00000306,2026-02-26,FAC-TW,LINE-TW-01,PROD-X200,41,41,41,41,41,0,0,0
PLOT-00000307,2026-02-26,FAC-TW,LINE-TW-02,PROD-X100,55,53,55,55,53,2,1,0
PLOT-00000308,2026-02-26,FAC-MX,LINE-MX-01,PROD-X100,44,44,44,44,44,0,0,0
PLOT-00000309,2026-02-26,FAC-MX,LINE-MX-02,PROD-N100,54,52,54,54,52,2,0,1
PLOT-00000310,2026-02-26,FAC-MY,LINE-MY-01,PROD-S100,53,51,53,53,51,2,2,0
PLOT-00000311,2026-02-26,FAC-MY,LINE-MY-03,PROD-S100,46,42,46,46,42,4,2,0
PLOT-00000312,2026-02-27,FAC-TW,LINE-TW-01,PROD-X200,46,44,46,46,44,2,0,0
PLOT-00000313,2026-02-27,FAC-TW,LINE-TW-02,PROD-X100,55,55,55,55,55,0,0,0
PLOT-00000314,2026-02-27,FAC-MX,LINE-MX-01,PROD-X100,48,46,48,48,46,2,1,0
PLOT-00000315,2026-02-27,FAC-MX,LINE-MX-02,PROD-N100,38,35,38,38,35,3,1,0
PLOT-00000316,2026-02-27,FAC-MY,LINE-MY-01,PROD-C100,46,44,46,46,44,2,1,0
PLOT-00000317,2026-02-27,FAC-MY,LINE-MY-03,PROD-N100,49,47,49,49,47,2,0,0
PLOT-00000318,2026-02-28,FAC-TW,LINE-TW-01,PROD-C100,48,48,48,48,48,0,0,0
PLOT-00000319,2026-02-28,FAC-TW,LINE-TW-02,PROD-X100,51,51,51,51,51,0,0,0
PLOT-00000320,2026-02-28,FAC-MX,LINE-MX-01,PROD-S100,43,42,43,43,42,1,1,0
PLOT-00000321,2026-02-28,FAC-MX,LINE-MX-02,PROD-X200,52,49,52,52,49,3,2,0
PLOT-00000322,2026-02-28,FAC-MY,LINE-MY-01,PROD-N100,49,47,49,49,47,2,1,0
PLOT-00000323,2026-02-28,FAC-MY,LINE-MY-03,PROD-C100,53,49,53,53,49,4,2,2
PLOT-00000324,2026-03-01,FAC-TW,LINE-TW-01,PROD-X100,42,40,42,42,40,2,1,0
PLOT-00000325,2026-03-01,FAC-TW,LINE-TW-02,PROD-N100,37,35,37,37,35,2,1,0
PLOT-00000326,2026-03-01,FAC-MX,LINE-MX-01,PROD-X100,49,47,49,49,47,2,1,1
PLOT-00000327,2026-03-01,FAC-MX,LINE-MX-02,PROD-X100,49,47,49,49,47,2,1,0
PLOT-00000328,2026-03-01,FAC-MY,LINE-MY-01,PROD-C100,47,46,47,47,46,1,1,0
PLOT-00000329,2026-03-01,FAC-MY,LINE-MY-03,PROD-X200,50,45,50,50,45,5,3,2
PLOT-00000330,2026-03-02,FAC-TW,LINE-TW-01,PROD-N100,40,38,40,40,38,2,1,0
PLOT-00000331,2026-03-02,FAC-TW,LINE-TW-02,PROD-X200,46,46,46,46,46,0,0,0
PLOT-00000332,2026-03-02,FAC-MX,LINE-MX-01,PROD-N100,45,43,45,45,43,2,1,1
PLOT-00000333,2026-03-02,FAC-MX,LINE-MX-02,PROD-X100,54,51,54,54,51,3,3,0
PLOT-00000334,2026-03-02,FAC-MY,LINE-MY-01,PROD-N100,43,43,43,43,43,0,0,0
PLOT-00000335,2026-03-02,FAC-MY,LINE-MY-03,PROD-C100,51,47,51,51,47,4,2,0
PLOT-00000336,2026-03-03,FAC-TW,LINE-TW-01,PROD-S100,37,37,37,37,37,0,0,0
PLOT-00000337,2026-03-03,FAC-TW,LINE-TW-02,PROD-X100,48,46,48,48,46,2,2,0
PLOT-00000338,2026-03-03,FAC-MX,LINE-MX-01,PROD-X100,42,41,42,42,41,1,1,0
PLOT-00000339,2026-03-03,FAC-MX,LINE-MX-02,PROD-C100,55,51,55,55,51,4,3,1
PLOT-00000340,2026-03-03,FAC-MY,LINE-MY-01,PROD-N100,49,46,49,49,46,3,1,0
PLOT-00000341,2026-03-03,FAC-MY,LINE-MY-03,PROD-S100,37,35,37,37,35,2,2,0
PLOT-00000342,2026-03-04,FAC-TW,LINE-TW-01,PROD-X100,47,47,47,47,47,0,0,0
PLOT-00000343,2026-03-04,FAC-TW,LINE-TW-02,PROD-C100,44,42,44,44,42,2,2,0
PLOT-00000344,2026-03-04,FAC-MX,LINE-MX-01,PROD-X200,46,43,46,46,43,3,2,0
PLOT-00000345,2026-03-04,FAC-MX,LINE-MX-02,PROD-X100,51,50,51,51,50,1,1,0
PLOT-00000346,2026-03-04,FAC-MY,LINE-MY-01,PROD-X200,52,48,52,52,48,4,3,0
PLOT-00000347,2026-03-04,FAC-MY,LINE-MY-03,PROD-X200,49,45,49,49,45,4,4,0
PLOT-00000348,2026-03-05,FAC-TW,LINE-TW-01,PROD-X100,43,42,43,43,42,1,0,1
PLOT-00000349,2026-03-05,FAC-TW,LINE-TW-02,PROD-X100,41,39,41,41,39,2,1,0
PLOT-00000350,2026-03-05,FAC-MX,LINE-MX-01,PROD-X100,52,49,52,52,49,3,0,0
PLOT-00000351,2026-03-05,FAC-MX,LINE-MX-02,PROD-S100,40,37,40,40,37,3,1,0
PLOT-00000352,2026-03-05,FAC-MY,LINE-MY-01,PROD-X100,50,49,50,50,49,1,0,0
PLOT-00000353,2026-03-05,FAC-MY,LINE-MY-03,PROD-X200,53,52,53,53,52,1,0,0
PLOT-00000354,2026-03-06,FAC-TW,LINE-TW-01,PROD-S100,51,48,51,51,48,3,1,0
PLOT-00000355,2026-03-06,FAC-TW,LINE-TW-02,PROD-C100,38,38,38,38,38,0,0,0
PLOT-00000356,2026-03-06,FAC-MX,LINE-MX-01,PROD-N100,44,41,44,44,41,3,2,0
PLOT-00000357,2026-03-06,FAC-MX,LINE-MX-02,PROD-X100,40,39,40,40,39,1,1,0
PLOT-00000358,2026-03-06,FAC-MY,LINE-MY-01,PROD-X200,52,50,52,52,50,2,0,0
PLOT-00000359,2026-03-06,FAC-MY,LINE-MY-03,PROD-X100,36,32,36,36,32,4,3,1
PLOT-00000360,2026-03-07,FAC-TW,LINE-TW-01,PROD-S100,52,50,52,52,50,2,1,0
PLOT-00000361,2026-03-07,FAC-TW,LINE-TW-02,PROD-X100,39,38,39,39,38,1,0,0
PLOT-00000362,2026-03-07,FAC-MX,LINE-MX-01,PROD-X200,50,48,50,50,48,2,1,0
PLOT-00000363,2026-03-07,FAC-MX,LINE-MX-02,PROD-X100,35,33,35,35,33,2,1,1
PLOT-00000364,2026-03-07,FAC-MY,LINE-MY-01,PROD-C100,50,50,50,50,50,0,0,0
PLOT-00000365,2026-03-07,FAC-MY,LINE-MY-03,PROD-C100,45,38,45,45,38,7,5,1
PLOT-00000366,2026-03-08,FAC-TW,LINE-TW-01,PROD-X100,36,34,36,36,34,2,0,1
PLOT-00000367,2026-03-08,FAC-TW,LINE-TW-02,PROD-X100,50,50,50,50,50,0,0,0
PLOT-00000368,2026-03-08,FAC-MX,LINE-MX-01,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000369,2026-03-08,FAC-MX,LINE-MX-02,PROD-X100,37,35,37,37,35,2,2,0
PLOT-00000370,2026-03-08,FAC-MY,LINE-MY-01,PROD-C100,36,36,36,36,36,0,0,0
PLOT-00000371,2026-03-08,FAC-MY,LINE-MY-03,PROD-X100,53,49,53,53,49,4,4,0
PLOT-00000372,2026-03-09,FAC-TW,LINE-TW-01,PROD-S100,37,35,37,37,35,2,0,0
PLOT-00000373,2026-03-09,FAC-TW,LINE-TW-02,PROD-S100,38,35,38,38,35,3,2,1
PLOT-00000374,2026-03-09,FAC-MX,LINE-MX-01,PROD-X200,48,47,48,48,47,1,0,0
PLOT-00000375,2026-03-09,FAC-MX,LINE-MX-02,PROD-X200,54,52,54,54,52,2,2,0
PLOT-00000376,2026-03-09,FAC-MY,LINE-MY-01,PROD-X100,51,50,51,51,50,1,1,0
PLOT-00000377,2026-03-09,FAC-MY,LINE-MY-03,PROD-X200,49,45,49,49,45,4,4,0
PLOT-00000378,2026-03-10,FAC-TW,LINE-TW-01,PROD-X100,53,53,53,53,53,0,0,0
PLOT-00000379,2026-03-10,FAC-TW,LINE-TW-02,PROD-S100,44,42,44,44,42,2,1,1
PLOT-00000380,2026-03-10,FAC-MX,LINE-MX-01,PROD-X200,36,36,36,36,36,0,0,0
PLOT-00000381,2026-03-10,FAC-MX,LINE-MX-02,PROD-X200,38,37,38,38,37,1,1,0
PLOT-00000382,2026-03-10,FAC-MY,LINE-MY-01,PROD-S100,41,40,41,41,40,1,0,1
PLOT-00000383,2026-03-10,FAC-MY,LINE-MY-03,PROD-N100,43,40,43,43,40,3,1,0
PLOT-00000384,2026-03-11,FAC-TW,LINE-TW-01,PROD-C100,40,39,40,40,39,1,1,0
PLOT-00000385,2026-03-11,FAC-TW,LINE-TW-02,PROD-X100,52,51,52,52,51,1,0,0
PLOT-00000386,2026-03-11,FAC-MX,LINE-MX-01,PROD-X100,35,33,35,35,33,2,1,0
PLOT-00000387,2026-03-11,FAC-MX,LINE-MX-02,PROD-X100,54,54,54,54,54,0,0,0
PLOT-00000388,2026-03-11,FAC-MY,LINE-MY-01,PROD-C100,36,34,36,36,34,2,2,0
PLOT-00000389,2026-03-11,FAC-MY,LINE-MY-03,PROD-X100,44,37,44,44,37,7,6,0
PLOT-00000390,2026-03-12,FAC-TW,LINE-TW-01,PROD-C100,49,48,49,49,48,1,1,0
PLOT-00000391,2026-03-12,FAC-TW,LINE-TW-02,PROD-X100,42,41,42,42,41,1,1,0
PLOT-00000392,2026-03-12,FAC-MX,LINE-MX-01,PROD-S100,55,51,55,55,51,4,1,0
PLOT-00000393,2026-03-12,FAC-MX,LINE-MX-02,PROD-X200,41,38,41,41,38,3,2,0
PLOT-00000394,2026-03-12,FAC-MY,LINE-MY-01,PROD-C100,52,48,52,52,48,4,3,0
PLOT-00000395,2026-03-12,FAC-MY,LINE-MY-03,PROD-X100,39,35,39,39,35,4,2,0
PLOT-00000396,2026-03-13,FAC-TW,LINE-TW-01,PROD-S100,39,38,39,39,38,1,0,1
PLOT-00000397,2026-03-13,FAC-TW,LINE-TW-02,PROD-X100,40,40,40,40,40,0,0,0
PLOT-00000398,2026-03-13,FAC-MX,LINE-MX-01,PROD-N100,54,52,54,54,52,2,2,0
PLOT-00000399,2026-03-13,FAC-MX,LINE-MX-02,PROD-C100,53,52,53,53,52,1,1,0
PLOT-00000400,2026-03-13,FAC-MY,LINE-MY-01,PROD-S100,49,45,49,49,45,4,4,0
PLOT-00000401,2026-03-13,FAC-MY,LINE-MY-03,PROD-X100,44,38,44,44,38,6,3,0
PLOT-00000402,2026-03-14,FAC-TW,LINE-TW-01,PROD-C100,43,43,43,43,43,0,0,0
PLOT-00000403,2026-03-14,FAC-TW,LINE-TW-02,PROD-X200,50,48,50,50,48,2,1,1
PLOT-00000404,2026-03-14,FAC-MX,LINE-MX-01,PROD-X100,54,52,54,54,52,2,0,0
PLOT-00000405,2026-03-14,FAC-MX,LINE-MX-02,PROD-X100,48,46,48,48,46,2,0,1
PLOT-00000406,2026-03-14,FAC-MY,LINE-MY-01,PROD-N100,54,51,54,54,51,3,1,1
PLOT-00000407,2026-03-14,FAC-MY,LINE-MY-03,PROD-X200,37,35,37,37,35,2,0,1
PLOT-00000408,2026-03-15,FAC-TW,LINE-TW-01,PROD-X100,53,51,53,53,51,2,0,1
PLOT-00000409,2026-03-15,FAC-TW,LINE-TW-02,PROD-C100,35,34,35,35,34,1,1,0
PLOT-00000410,2026-03-15,FAC-MX,LINE-MX-01,PROD-S100,43,41,43,43,41,2,1,0
PLOT-00000411,2026-03-15,FAC-MX,LINE-MX-02,PROD-X200,40,39,40,40,39,1,0,1
PLOT-00000412,2026-03-15,FAC-MY,LINE-MY-01,PROD-C100,55,52,55,55,52,3,2,0
PLOT-00000413,2026-03-15,FAC-MY,LINE-MY-03,PROD-C100,43,37,43,43,37,6,5,0
PLOT-00000414,2026-03-16,FAC-TW,LINE-TW-01,PROD-X100,53,53,53,53,53,0,0,0
PLOT-00000415,2026-03-16,FAC-TW,LINE-TW-02,PROD-X200,50,49,50,50,49,1,1,0
PLOT-00000416,2026-03-16,FAC-MX,LINE-MX-01,PROD-S100,50,47,50,50,47,3,1,0
PLOT-00000417,2026-03-16,FAC-MX,LINE-MX-02,PROD-X100,45,44,45,45,44,1,0,1
PLOT-00000418,2026-03-16,FAC-MY,LINE-MY-01,PROD-X200,38,37,38,38,37,1,0,0
PLOT-00000419,2026-03-16,FAC-MY,LINE-MY-03,PROD-S100,45,41,45,45,41,4,2,0
PLOT-00000420,2026-03-17,FAC-TW,LINE-TW-01,PROD-X200,50,49,50,50,49,1,0,0
PLOT-00000421,2026-03-17,FAC-TW,LINE-TW-02,PROD-X100,47,47,47,47,47,0,0,0
PLOT-00000422,2026-03-17,FAC-MX,LINE-MX-01,PROD-N100,52,50,52,52,50,2,1,0
PLOT-00000423,2026-03-17,FAC-MX,LINE-MX-02,PROD-X100,37,36,37,37,36,1,1,0
PLOT-00000424,2026-03-17,FAC-MY,LINE-MY-01,PROD-X200,45,41,45,45,41,4,3,0
PLOT-00000425,2026-03-17,FAC-MY,LINE-MY-03,PROD-X100,47,44,47,47,44,3,1,2
PLOT-00000426,2026-03-18,FAC-TW,LINE-TW-01,PROD-N100,35,35,35,35,35,0,0,0
PLOT-00000427,2026-03-18,FAC-TW,LINE-TW-02,PROD-C100,52,51,52,52,51,1,0,0
PLOT-00000428,2026-03-18,FAC-MX,LINE-MX-01,PROD-X100,36,34,36,36,34,2,1,0
PLOT-00000429,2026-03-18,FAC-MX,LINE-MX-02,PROD-X100,46,45,46,46,45,1,0,0
PLOT-00000430,2026-03-18,FAC-MY,LINE-MY-01,PROD-N100,50,47,50,50,47,3,1,0
PLOT-00000431,2026-03-18,FAC-MY,LINE-MY-03,PROD-N100,36,32,36,36,32,4,3,0
PLOT-00000432,2026-03-19,FAC-TW,LINE-TW-01,PROD-X100,52,51,52,52,51,1,0,0
PLOT-00000433,2026-03-19,FAC-TW,LINE-TW-02,PROD-X100,44,44,44,44,44,0,0,0
PLOT-00000434,2026-03-19,FAC-MX,LINE-MX-01,PROD-X100,50,49,50,50,49,1,1,0
PLOT-00000435,2026-03-19,FAC-MX,LINE-MX-02,PROD-X100,55,54,55,55,54,1,1,0
PLOT-00000436,2026-03-19,FAC-MY,LINE-MY-01,PROD-N100,42,40,42,42,40,2,1,1
PLOT-00000437,2026-03-19,FAC-MY,LINE-MY-03,PROD-N100,44,41,44,44,41,3,2,1
PLOT-00000438,2026-03-20,FAC-TW,LINE-TW-01,PROD-C100,52,51,52,52,51,1,0,0
PLOT-00000439,2026-03-20,FAC-TW,LINE-TW-02,PROD-X200,42,39,42,42,39,3,2,0
PLOT-00000440,2026-03-20,FAC-MX,LINE-MX-01,PROD-S100,38,37,38,38,37,1,1,0
PLOT-00000441,2026-03-20,FAC-MX,LINE-MX-02,PROD-X100,38,36,38,38,36,2,2,0
PLOT-00000442,2026-03-20,FAC-MY,LINE-MY-01,PROD-N100,39,35,39,39,35,4,2,1
PLOT-00000443,2026-03-20,FAC-MY,LINE-MY-03,PROD-C100,44,41,44,44,41,3,1,0
PLOT-00000444,2026-03-21,FAC-TW,LINE-TW-01,PROD-X200,43,38,43,43,38,5,3,0
PLOT-00000445,2026-03-21,FAC-TW,LINE-TW-02,PROD-X200,50,47,50,50,47,3,3,0
PLOT-00000446,2026-03-21,FAC-MX,LINE-MX-01,PROD-S100,42,38,42,42,38,4,1,0
PLOT-00000447,2026-03-21,FAC-MX,LINE-MX-02,PROD-X100,39,37,39,39,37,2,1,0
PLOT-00000448,2026-03-21,FAC-MY,LINE-MY-01,PROD-X200,54,51,54,54,51,3,2,1
PLOT-00000449,2026-03-21,FAC-MY,LINE-MY-03,PROD-C100,39,38,39,39,38,1,1,0
PLOT-00000450,2026-03-22,FAC-TW,LINE-TW-01,PROD-N100,43,43,43,43,43,0,0,0
PLOT-00000451,2026-03-22,FAC-TW,LINE-TW-02,PROD-N100,48,47,48,48,47,1,0,0
PLOT-00000452,2026-03-22,FAC-MX,LINE-MX-01,PROD-X100,51,50,51,51,50,1,0,0
PLOT-00000453,2026-03-22,FAC-MX,LINE-MX-02,PROD-X100,35,34,35,35,34,1,0,1
PLOT-00000454,2026-03-22,FAC-MY,LINE-MY-01,PROD-X200,44,41,44,44,41,3,2,0
PLOT-00000455,2026-03-22,FAC-MY,LINE-MY-03,PROD-S100,53,52,53,53,52,1,0,0
PLOT-00000456,2026-03-23,FAC-TW,LINE-TW-01,PROD-S100,50,49,50,50,49,1,1,0
PLOT-00000457,2026-03-23,FAC-TW,LINE-TW-02,PROD-N100,49,47,49,49,47,2,2,0
PLOT-00000458,2026-03-23,FAC-MX,LINE-MX-01,PROD-X200,46,42,46,46,42,4,2,1
PLOT-00000459,2026-03-23,FAC-MX,LINE-MX-02,PROD-X100,52,49,52,52,49,3,0,0
PLOT-00000460,2026-03-23,FAC-MY,LINE-MY-01,PROD-X200,45,43,45,45,43,2,2,0
PLOT-00000461,2026-03-23,FAC-MY,LINE-MY-03,PROD-S100,42,39,42,42,39,3,1,0
PLOT-00000462,2026-03-24,FAC-TW,LINE-TW-01,PROD-C100,42,41,42,42,41,1,1,0
PLOT-00000463,2026-03-24,FAC-TW,LINE-TW-02,PROD-N100,48,47,48,48,47,1,0,0
PLOT-00000464,2026-03-24,FAC-MX,LINE-MX-01,PROD-X100,50,48,50,50,48,2,1,0
PLOT-00000465,2026-03-24,FAC-MX,LINE-MX-02,PROD-C100,47,46,47,47,46,1,1,0
PLOT-00000466,2026-03-24,FAC-MY,LINE-MY-01,PROD-X200,55,53,55,55,53,2,1,0
PLOT-00000467,2026-03-24,FAC-MY,LINE-MY-03,PROD-S100,50,47,50,50,47,3,2,0
PLOT-00000468,2026-03-25,FAC-TW,LINE-TW-01,PROD-S100,39,37,39,39,37,2,1,0
PLOT-00000469,2026-03-25,FAC-TW,LINE-TW-02,PROD-X200,53,50,53,53,50,3,2,0
PLOT-00000470,2026-03-25,FAC-MX,LINE-MX-01,PROD-X100,38,36,38,38,36,2,2,0
PLOT-00000471,2026-03-25,FAC-MX,LINE-MX-02,PROD-N100,49,47,49,49,47,2,0,0
PLOT-00000472,2026-03-25,FAC-MY,LINE-MY-01,PROD-X100,49,46,49,49,46,3,1,1
PLOT-00000473,2026-03-25,FAC-MY,LINE-MY-03,PROD-X100,39,37,39,39,37,2,1,0
PLOT-00000474,2026-03-26,FAC-TW,LINE-TW-01,PROD-X200,55,54,55,55,54,1,1,0
PLOT-00000475,2026-03-26,FAC-TW,LINE-TW-02,PROD-S100,37,36,37,37,36,1,0,1
PLOT-00000476,2026-03-26,FAC-MX,LINE-MX-01,PROD-X100,43,42,43,43,42,1,1,0
PLOT-00000477,2026-03-26,FAC-MX,LINE-MX-02,PROD-X100,47,42,47,47,42,5,4,1
PLOT-00000478,2026-03-26,FAC-MY,LINE-MY-01,PROD-N100,45,43,45,45,43,2,2,0
PLOT-00000479,2026-03-26,FAC-MY,LINE-MY-03,PROD-S100,52,50,52,52,50,2,2,0
PLOT-00000480,2026-03-27,FAC-TW,LINE-TW-01,PROD-X200,45,44,45,45,44,1,1,0
PLOT-00000481,2026-03-27,FAC-TW,LINE-TW-02,PROD-C100,50,49,50,50,49,1,1,0
PLOT-00000482,2026-03-27,FAC-MX,LINE-MX-01,PROD-N100,36,34,36,36,34,2,1,0
PLOT-00000483,2026-03-27,FAC-MX,LINE-MX-02,PROD-X200,42,41,42,42,41,1,1,0
PLOT-00000484,2026-03-27,FAC-MY,LINE-MY-01,PROD-N100,44,43,44,44,43,1,1,0
PLOT-00000485,2026-03-27,FAC-MY,LINE-MY-03,PROD-S100,37,36,37,37,36,1,1,0
PLOT-00000486,2026-03-28,FAC-TW,LINE-TW-01,PROD-X200,38,34,38,38,34,4,1,0
PLOT-00000487,2026-03-28,FAC-TW,LINE-TW-02,PROD-N100,38,37,38,38,37,1,0,0
PLOT-00000488,2026-03-28,FAC-MX,LINE-MX-01,PROD-X100,44,43,44,44,43,1,1,0
PLOT-00000489,2026-03-28,FAC-MX,LINE-MX-02,PROD-S100,36,34,36,36,34,2,0,1
PLOT-00000490,2026-03-28,FAC-MY,LINE-MY-01,PROD-X200,36,35,36,36,35,1,1,0
PLOT-00000491,2026-03-28,FAC-MY,LINE-MY-03,PROD-X200,46,42,46,46,42,4,4,0
PLOT-00000492,2026-03-29,FAC-TW,LINE-TW-01,PROD-X200,42,40,42,42,40,2,1,0
PLOT-00000493,2026-03-29,FAC-TW,LINE-TW-02,PROD-X200,53,50,53,53,50,3,3,0
PLOT-00000494,2026-03-29,FAC-MX,LINE-MX-01,PROD-C100,40,38,40,40,38,2,1,1
PLOT-00000495,2026-03-29,FAC-MX,LINE-MX-02,PROD-X100,37,37,37,37,37,0,0,0
PLOT-00000496,2026-03-29,FAC-MY,LINE-MY-01,PROD-N100,47,46,47,47,46,1,0,0
PLOT-00000497,2026-03-29,FAC-MY,LINE-MY-03,PROD-N100,42,39,42,42,39,3,2,0
PLOT-00000498,2026-03-30,FAC-TW,LINE-TW-01,PROD-X200,53,52,53,53,52,1,1,0
PLOT-00000499,2026-03-30,FAC-TW,LINE-TW-02,PROD-X100,49,48,49,49,48,1,1,0
PLOT-00000500,2026-03-30,FAC-MX,LINE-MX-01,PROD-X200,49,47,49,49,47,2,2,0
PLOT-00000501,2026-03-30,FAC-MX,LINE-MX-02,PROD-X100,35,35,35,35,35,0,0,0
PLOT-00000502,2026-03-30,FAC-MY,LINE-MY-01,PROD-S100,49,46,49,49,46,3,2,0
PLOT-00000503,2026-03-30,FAC-MY,LINE-MY-03,PROD-S100,52,42,52,52,42,10,6,2
PLOT-00000504,2026-03-31,FAC-TW,LINE-TW-01,PROD-X100,49,48,49,49,48,1,0,1
