quality_event_id,event_date,event_timestamp,production_lot_id,factory_id,line_id,product_id,component_id,supplier_id,component_lot_id,defect_id,inspection_stage,event_quantity,is_first_pass_failure,is_rework,is_scrap,disposition
QEV-000000529,2026-02-26,2026-02-26T12:00:00,PLOT-00000311,FAC-MY,LINE-MY-03,PROD-S100,COMP-MEM,SUP-A,CLOT-A-MEM-20260226,DEF-FUNC,test,1,True,False,False,fail
QEV-000000530,2026-02-26,2026-02-26T12:00:00,PLOT-00000311,FAC-MY,LINE-MY-03,PROD-S100,COMP-PWR,SUP-G,CLOT-G-PWR-20260226,DEF-VOLT,test,1,True,False,False,fail
QEV-000000531,2026-02-26,2026-02-26T12:00:00,PLOT-00000311,FAC-MY,LINE-MY-03,PROD-S100,COMP-STOR,SUP-B,CLOT-B-TOR-20260226,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000532,2026-02-27,2026-02-27T12:00:00,PLOT-00000312,FAC-TW,LINE-TW-01,PROD-X200,COMP-MAIN,SUP-A,CLOT-A-AIN-20260227,DEF-FUNC,test,1,True,False,False,fail
QEV-000000533,2026-02-27,2026-02-27T12:00:00,PLOT-00000312,FAC-TW,LINE-TW-01,PROD-X200,COMP-STOR,SUP-C,CLOT-C-TOR-20260227,DEF-CONN,in_process,1,True,False,False,fail
QEV-000000534,2026-02-27,2026-02-27T12:00:00,PLOT-00000314,FAC-MX,LINE-MX-01,PROD-X100,COMP-MEM,SUP-C,CLOT-C-MEM-20260227,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000535,2026-02-27,2026-02-27T12:00:00,PLOT-00000314,FAC-MX,LINE-MX-01,PROD-X100,COMP-PWR,SUP-G,CLOT-G-PWR-20260227,DEF-FUNC,test,1,True,False,False,fail
QEV-000000536,2026-02-27,2026-02-27T12:00:00,PLOT-00000315,FAC-MX,LINE-MX-02,PROD-N100,COMP-COOL,SUP-A,CLOT-A-OOL-20260227,DEF-THERM,test,1,True,True,False,rework
QEV-000000537,2026-02-27,2026-02-27T12:00:00,PLOT-00000315,FAC-MX,LINE-MX-02,PROD-N100,COMP-COOL,SUP-G,CLOT-G-OOL-20260227,DEF-THERM,test,1,True,False,False,fail
QEV-000000538,2026-02-27,2026-02-27T12:00:00,PLOT-00000315,FAC-MX,LINE-MX-02,PROD-N100,COMP-MEM,SUP-G,CLOT-G-MEM-20260227,DEF-MEM,test,1,True,False,False,fail
QEV-000000539,2026-02-27,2026-02-27T12:00:00,PLOT-00000316,FAC-MY,LINE-MY-01,PROD-C100,COMP-COOL,SUP-F,CLOT-F-OOL-20260227,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000540,2026-02-27,2026-02-27T12:00:00,PLOT-00000316,FAC-MY,LINE-MY-01,PROD-C100,COMP-MEM,SUP-B,CLOT-B-MEM-20260227,DEF-MEM,test,1,True,False,False,fail
QEV-000000541,2026-02-27,2026-02-27T12:00:00,PLOT-00000317,FAC-MY,LINE-MY-03,PROD-N100,COMP-COOL,SUP-A,CLOT-A-OOL-20260227,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000000542,2026-02-27,2026-02-27T12:00:00,PLOT-00000317,FAC-MY,LINE-MY-03,PROD-N100,COMP-MAIN,SUP-F,CLOT-F-AIN-20260227,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000000543,2026-02-28,2026-02-28T12:00:00,PLOT-00000320,FAC-MX,LINE-MX-01,PROD-S100,COMP-MAIN,SUP-B,CLOT-B-AIN-20260228,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000544,2026-02-28,2026-02-28T12:00:00,PLOT-00000321,FAC-MX,LINE-MX-02,PROD-X200,COMP-COOL,SUP-C,CLOT-C-OOL-20260228,DEF-THERM,test,1,True,False,False,fail
QEV-000000545,2026-02-28,2026-02-28T12:00:00,PLOT-00000321,FAC-MX,LINE-MX-02,PROD-X200,COMP-MAIN,SUP-C,CLOT-C-AIN-20260228,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000546,2026-02-28,2026-02-28T12:00:00,PLOT-00000321,FAC-MX,LINE-MX-02,PROD-X200,COMP-PWR,SUP-E,CLOT-E-PWR-20260228,DEF-VOLT,test,1,True,True,False,rework
QEV-000000547,2026-02-28,2026-02-28T12:00:00,PLOT-00000322,FAC-MY,LINE-MY-01,PROD-N100,COMP-MEM,SUP-B,CLOT-B-MEM-20260228,DEF-FUNC,test,1,True,False,False,fail
QEV-000000548,2026-02-28,2026-02-28T12:00:00,PLOT-00000322,FAC-MY,LINE-MY-01,PROD-N100,COMP-STOR,SUP-B,CLOT-B-TOR-20260228,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000549,2026-02-28,2026-02-28T12:00:00,PLOT-00000323,FAC-MY,LINE-MY-03,PROD-C100,COMP-COOL,SUP-D,CLOT-D-OOL-20260228,DEF-THERM,test,1,True,True,False,rework
QEV-000000550,2026-02-28,2026-02-28T12:00:00,PLOT-00000323,FAC-MY,LINE-MY-03,PROD-C100,COMP-MEM,SUP-H,CLOT-H-MEM-20260228,DEF-MEM,test,1,True,False,True,scrap
QEV-000000551,2026-02-28,2026-02-28T12:00:00,PLOT-00000323,FAC-MY,LINE-MY-03,PROD-C100,COMP-NET,SUP-E,CLOT-E-NET-20260228,DEF-FUNC,test,1,True,True,False,rework
QEV-000000552,2026-02-28,2026-02-28T12:00:00,PLOT-00000323,FAC-MY,LINE-MY-03,PROD-C100,COMP-PWR,SUP-C,CLOT-C-PWR-20260228,DEF-VOLT,test,1,True,False,True,scrap
QEV-000000553,2026-03-01,2026-03-01T12:00:00,PLOT-00000324,FAC-TW,LINE-TW-01,PROD-X100,COMP-MAIN,SUP-B,CLOT-B-AIN-20260301,DEF-FUNC,test,1,True,False,False,fail
QEV-000000554,2026-03-01,2026-03-01T12:00:00,PLOT-00000324,FAC-TW,LINE-TW-01,PROD-X100,COMP-NET,SUP-A,CLOT-A-NET-20260301,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000555,2026-03-01,2026-03-01T12:00:00,PLOT-00000325,FAC-TW,LINE-TW-02,PROD-N100,COMP-COOL,SUP-C,CLOT-C-OOL-20260301,DEF-THERM,test,1,True,True,False,rework
QEV-000000556,2026-03-01,2026-03-01T12:00:00,PLOT-00000325,FAC-TW,LINE-TW-02,PROD-N100,COMP-MAIN,SUP-F,CLOT-F-AIN-20260301,DEF-FUNC,test,1,True,False,False,fail
QEV-000000557,2026-03-01,2026-03-01T12:00:00,PLOT-00000326,FAC-MX,LINE-MX-01,PROD-X100,COMP-MEM,SUP-D,CLOT-D-MEM-20260301,DEF-MEM,test,1,True,True,False,rework
QEV-000000558,2026-03-01,2026-03-01T12:00:00,PLOT-00000326,FAC-MX,LINE-MX-01,PROD-X100,COMP-STOR,SUP-B,CLOT-B-TOR-20260301,DEF-CONN,in_process,1,True,False,True,scrap
QEV-000000559,2026-03-01,2026-03-01T12:00:00,PLOT-00000327,FAC-MX,LINE-MX-02,PROD-X100,COMP-COOL,SUP-H,CLOT-H-OOL-20260301,DEF-THERM,test,1,True,False,False,fail
QEV-000000560,2026-03-01,2026-03-01T12:00:00,PLOT-00000327,FAC-MX,LINE-MX-02,PROD-X100,COMP-MAIN,SUP-C,CLOT-C-AIN-20260301,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000561,2026-03-01,2026-03-01T12:00:00,PLOT-00000328,FAC-MY,LINE-MY-01,PROD-C100,COMP-PWR,SUP-G,CLOT-G-PWR-20260301,DEF-VOLT,test,1,True,True,False,rework
QEV-000000562,2026-03-01,2026-03-01T12:00:00,PLOT-00000329,FAC-MY,LINE-MY-03,PROD-X200,COMP-COOL,SUP-D,CLOT-D-OOL-20260301,DEF-FUNC,test,1,True,True,False,rework
QEV-000000563,2026-03-01,2026-03-01T12:00:00,PLOT-00000329,FAC-MY,LINE-MY-03,PROD-X200,COMP-COOL,SUP-F,CLOT-F-OOL-20260301,DEF-THERM,test,1,True,False,True,scrap
QEV-000000564,2026-03-01,2026-03-01T12:00:00,PLOT-00000329,FAC-MY,LINE-MY-03,PROD-X200,COMP-MAIN,SUP-E,CLOT-E-AIN-20260301,DEF-VOLT,test,1,True,True,False,rework
QEV-000000565,2026-03-01,2026-03-01T12:00:00,PLOT-00000329,FAC-MY,LINE-MY-03,PROD-X200,COMP-MEM,SUP-H,CLOT-H-MEM-20260301,DEF-MEM,test,1,True,False,True,scrap
QEV-000000566,2026-03-01,2026-03-01T12:00:00,PLOT-00000329,FAC-MY,LINE-MY-03,PROD-X200,COMP-PWR,SUP-C,CLOT-C-PWR-20260301,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000567,2026-03-02,2026-03-02T12:00:00,PLOT-00000330,FAC-TW,LINE-TW-01,PROD-N100,COMP-COOL,SUP-E,CLOT-E-OOL-20260302,DEF-THERM,test,1,True,True,False,rework
QEV-000000568,2026-03-02,2026-03-02T12:00:00,PLOT-00000330,FAC-TW,LINE-TW-01,PROD-N100,COMP-NET,SUP-E,CLOT-E-NET-20260302,DEF-FUNC,test,1,True,False,False,fail
QEV-000000569,2026-03-02,2026-03-02T12:00:00,PLOT-00000332,FAC-MX,LINE-MX-01,PROD-N100,COMP-COOL,SUP-A,CLOT-A-OOL-20260302,DEF-THERM,test,1,True,True,False,rework
QEV-000000570,2026-03-02,2026-03-02T12:00:00,PLOT-00000332,FAC-MX,LINE-MX-01,PROD-N100,COMP-STOR,SUP-C,CLOT-C-TOR-20260302,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000571,2026-03-02,2026-03-02T12:00:00,PLOT-00000333,FAC-MX,LINE-MX-02,PROD-X100,COMP-COOL,SUP-A,CLOT-A-OOL-20260302,DEF-FUNC,test,1,True,True,False,rework
QEV-000000572,2026-03-02,2026-03-02T12:00:00,PLOT-00000333,FAC-MX,LINE-MX-02,PROD-X100,COMP-NET,SUP-B,CLOT-B-NET-20260302,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000573,2026-03-02,2026-03-02T12:00:00,PLOT-00000333,FAC-MX,LINE-MX-02,PROD-X100,COMP-PWR,SUP-G,CLOT-G-PWR-20260302,DEF-VOLT,test,1,True,True,False,rework
QEV-000000574,2026-03-02,2026-03-02T12:00:00,PLOT-00000335,FAC-MY,LINE-MY-03,PROD-C100,COMP-COOL,SUP-A,CLOT-A-OOL-20260302,DEF-THERM,test,1,True,False,False,fail
QEV-000000575,2026-03-02,2026-03-02T12:00:00,PLOT-00000335,FAC-MY,LINE-MY-03,PROD-C100,COMP-MAIN,SUP-A,CLOT-A-AIN-20260302,DEF-VOLT,test,1,True,True,False,rework
QEV-000000576,2026-03-02,2026-03-02T12:00:00,PLOT-00000335,FAC-MY,LINE-MY-03,PROD-C100,COMP-PWR,SUP-C,CLOT-C-PWR-20260302,DEF-FUNC,test,1,True,False,False,fail
QEV-000000577,2026-03-02,2026-03-02T12:00:00,PLOT-00000335,FAC-MY,LINE-MY-03,PROD-C100,COMP-STOR,SUP-B,CLOT-B-TOR-20260302,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000578,2026-03-03,2026-03-03T12:00:00,PLOT-00000337,FAC-TW,LINE-TW-02,PROD-X100,COMP-MAIN,SUP-F,CLOT-F-AIN-20260303,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000579,2026-03-03,2026-03-03T12:00:00,PLOT-00000337,FAC-TW,LINE-TW-02,PROD-X100,COMP-NET,SUP-F,CLOT-F-NET-20260303,DEF-FUNC,test,1,True,True,False,rework
QEV-000000580,2026-03-03,2026-03-03T12:00:00,PLOT-00000338,FAC-MX,LINE-MX-01,PROD-X100,COMP-COOL,SUP-C,CLOT-C-OOL-20260303,DEF-THERM,test,1,True,True,False,rework
QEV-000000581,2026-03-03,2026-03-03T12:00:00,PLOT-00000339,FAC-MX,LINE-MX-02,PROD-C100,COMP-COOL,SUP-G,CLOT-G-OOL-20260303,DEF-THERM,test,1,True,True,False,rework
QEV-000000582,2026-03-03,2026-03-03T12:00:00,PLOT-00000339,FAC-MX,LINE-MX-02,PROD-C100,COMP-MAIN,SUP-C,CLOT-C-AIN-20260303,DEF-VOLT,test,1,True,True,False,rework
QEV-000000583,2026-03-03,2026-03-03T12:00:00,PLOT-00000339,FAC-MX,LINE-MX-02,PROD-C100,COMP-MEM,SUP-G,CLOT-G-MEM-20260303,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000584,2026-03-03,2026-03-03T12:00:00,PLOT-00000339,FAC-MX,LINE-MX-02,PROD-C100,COMP-STOR,SUP-E,CLOT-E-TOR-20260303,DEF-FUNC,test,1,True,True,False,rework
QEV-000000585,2026-03-03,2026-03-03T12:00:00,PLOT-00000340,FAC-MY,LINE-MY-01,PROD-N100,COMP-MAIN,SUP-B,CLOT-B-AIN-20260303,DEF-FUNC,test,1,True,False,False,fail
QEV-000000586,2026-03-03,2026-03-03T12:00:00,PLOT-00000340,FAC-MY,LINE-MY-01,PROD-N100,COMP-MEM,SUP-A,CLOT-A-MEM-20260303,DEF-MEM,test,1,True,False,False,fail
QEV-000000587,2026-03-03,2026-03-03T12:00:00,PLOT-00000340,FAC-MY,LINE-MY-01,PROD-N100,COMP-MEM,SUP-D,CLOT-D-MEM-20260303,DEF-MEM,test,1,True,True,False,rework
QEV-000000588,2026-03-03,2026-03-03T12:00:00,PLOT-00000341,FAC-MY,LINE-MY-03,PROD-S100,COMP-MEM,SUP-A,CLOT-A-MEM-20260303,DEF-FUNC,test,1,True,True,False,rework
QEV-000000589,2026-03-03,2026-03-03T12:00:00,PLOT-00000341,FAC-MY,LINE-MY-03,PROD-S100,COMP-STOR,SUP-C,CLOT-C-TOR-20260303,DEF-FUNC,test,1,True,True,False,rework
QEV-000000590,2026-03-04,2026-03-04T12:00:00,PLOT-00000343,FAC-TW,LINE-TW-02,PROD-C100,COMP-MAIN,SUP-A,CLOT-A-AIN-20260304,DEF-FUNC,test,1,True,True,False,rework
QEV-000000591,2026-03-04,2026-03-04T12:00:00,PLOT-00000343,FAC-TW,LINE-TW-02,PROD-C100,COMP-NET,SUP-C,CLOT-C-NET-20260304,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000592,2026-03-04,2026-03-04T12:00:00,PLOT-00000344,FAC-MX,LINE-MX-01,PROD-X200,COMP-COOL,SUP-A,CLOT-A-OOL-20260304,DEF-FUNC,test,1,True,True,False,rework
QEV-000000593,2026-03-04,2026-03-04T12:00:00,PLOT-00000344,FAC-MX,LINE-MX-01,PROD-X200,COMP-COOL,SUP-B,CLOT-B-OOL-20260304,DEF-THERM,test,1,True,True,False,rework
QEV-000000594,2026-03-04,2026-03-04T12:00:00,PLOT-00000344,FAC-MX,LINE-MX-01,PROD-X200,COMP-MEM,SUP-E,CLOT-E-MEM-20260304,DEF-MEM,test,1,True,False,False,fail
QEV-000000595,2026-03-04,2026-03-04T12:00:00,PLOT-00000345,FAC-MX,LINE-MX-02,PROD-X100,COMP-MEM,SUP-B,CLOT-B-MEM-20260304,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000596,2026-03-04,2026-03-04T12:00:00,PLOT-00000346,FAC-MY,LINE-MY-01,PROD-X200,COMP-COOL,SUP-D,CLOT-D-OOL-20260304,DEF-THERM,test,1,True,True,False,rework
QEV-000000597,2026-03-04,2026-03-04T12:00:00,PLOT-00000346,FAC-MY,LINE-MY-01,PROD-X200,COMP-MAIN,SUP-C,CLOT-C-AIN-20260304,DEF-FUNC,test,1,True,True,False,rework
QEV-000000598,2026-03-04,2026-03-04T12:00:00,PLOT-00000346,FAC-MY,LINE-MY-01,PROD-X200,COMP-MEM,SUP-A,CLOT-A-MEM-20260304,DEF-MEM,test,1,True,True,False,rework
QEV-000000599,2026-03-04,2026-03-04T12:00:00,PLOT-00000346,FAC-MY,LINE-MY-01,PROD-X200,COMP-PWR,SUP-B,CLOT-B-PWR-20260304,DEF-CONN,in_process,1,True,False,False,fail
QEV-000000600,2026-03-04,2026-03-04T12:00:00,PLOT-00000347,FAC-MY,LINE-MY-03,PROD-X200,COMP-COOL,SUP-F,CLOT-F-OOL-20260304,DEF-THERM,test,1,True,True,False,rework
QEV-000000601,2026-03-04,2026-03-04T12:00:00,PLOT-00000347,FAC-MY,LINE-MY-03,PROD-X200,COMP-MAIN,SUP-E,CLOT-E-AIN-20260304,DEF-FUNC,test,1,True,True,False,rework
QEV-000000602,2026-03-04,2026-03-04T12:00:00,PLOT-00000347,FAC-MY,LINE-MY-03,PROD-X200,COMP-MEM,SUP-D,CLOT-D-MEM-20260304,DEF-MEM,test,1,True,True,False,rework
QEV-000000603,2026-03-04,2026-03-04T12:00:00,PLOT-00000347,FAC-MY,LINE-MY-03,PROD-X200,COMP-NET,SUP-A,CLOT-A-NET-20260304,DEF-FUNC,test,1,True,True,False,rework
QEV-000000604,2026-03-05,2026-03-05T12:00:00,PLOT-00000348,FAC-TW,LINE-TW-01,PROD-X100,COMP-STOR,SUP-B,CLOT-B-TOR-20260305,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000605,2026-03-05,2026-03-05T12:00:00,PLOT-00000349,FAC-TW,LINE-TW-02,PROD-X100,COMP-COOL,SUP-D,CLOT-D-OOL-20260305,DEF-THERM,test,1,True,False,False,fail
QEV-000000606,2026-03-05,2026-03-05T12:00:00,PLOT-00000349,FAC-TW,LINE-TW-02,PROD-X100,COMP-MAIN,SUP-B,CLOT-B-AIN-20260305,DEF-FUNC,test,1,True,True,False,rework
QEV-000000607,2026-03-05,2026-03-05T12:00:00,PLOT-00000350,FAC-MX,LINE-MX-01,PROD-X100,COMP-COOL,SUP-H,CLOT-H-OOL-20260305,DEF-THERM,test,1,True,False,False,fail
QEV-000000608,2026-03-05,2026-03-05T12:00:00,PLOT-00000350,FAC-MX,LINE-MX-01,PROD-X100,COMP-MAIN,SUP-A,CLOT-A-AIN-20260305,DEF-VOLT,test,1,True,False,False,fail
QEV-000000609,2026-03-05,2026-03-05T12:00:00,PLOT-00000350,FAC-MX,LINE-MX-01,PROD-X100,COMP-MEM,SUP-C,CLOT-C-MEM-20260305,DEF-MEM,test,1,True,False,False,fail
QEV-000000610,2026-03-05,2026-03-05T12:00:00,PLOT-00000351,FAC-MX,LINE-MX-02,PROD-S100,COMP-COOL,SUP-C,CLOT-C-OOL-20260305,DEF-THERM,test,1,True,False,False,fail
QEV-000000611,2026-03-05,2026-03-05T12:00:00,PLOT-00000351,FAC-MX,LINE-MX-02,PROD-S100,COMP-COOL,SUP-E,CLOT-E-OOL-20260305,DEF-THERM,test,1,True,False,False,fail
QEV-000000612,2026-03-05,2026-03-05T12:00:00,PLOT-00000351,FAC-MX,LINE-MX-02,PROD-S100,COMP-STOR,SUP-B,CLOT-B-TOR-20260305,DEF-FUNC,test,1,True,True,False,rework
QEV-000000613,2026-03-05,2026-03-05T12:00:00,PLOT-00000352,FAC-MY,LINE-MY-01,PROD-X100,COMP-NET,SUP-A,CLOT-A-NET-20260305,DEF-FUNC,test,1,True,False,False,fail
QEV-000000614,2026-03-05,2026-03-05T12:00:00,PLOT-00000353,FAC-MY,LINE-MY-03,PROD-X200,COMP-COOL,SUP-D,CLOT-D-OOL-20260305,DEF-FUNC,test,1,True,False,False,fail
QEV-000000615,2026-03-06,2026-03-06T12:00:00,PLOT-00000354,FAC-TW,LINE-TW-01,PROD-S100,COMP-COOL,SUP-B,CLOT-B-OOL-20260306,DEF-THERM,test,1,True,False,False,fail
QEV-000000616,2026-03-06,2026-03-06T12:00:00,PLOT-00000354,FAC-TW,LINE-TW-01,PROD-S100,COMP-NET,SUP-G,CLOT-G-NET-20260306,DEF-FUNC,test,1,True,True,False,rework
QEV-000000617,2026-03-06,2026-03-06T12:00:00,PLOT-00000354,FAC-TW,LINE-TW-01,PROD-S100,COMP-PWR,SUP-D,CLOT-D-PWR-20260306,DEF-VOLT,test,1,True,False,False,fail
QEV-000000618,2026-03-06,2026-03-06T12:00:00,PLOT-00000356,FAC-MX,LINE-MX-01,PROD-N100,COMP-COOL,SUP-B,CLOT-B-OOL-20260306,DEF-THERM,test,1,True,False,False,fail
QEV-000000619,2026-03-06,2026-03-06T12:00:00,PLOT-00000356,FAC-MX,LINE-MX-01,PROD-N100,COMP-MAIN,SUP-C,CLOT-C-AIN-20260306,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000620,2026-03-06,2026-03-06T12:00:00,PLOT-00000356,FAC-MX,LINE-MX-01,PROD-N100,COMP-STOR,SUP-B,CLOT-B-TOR-20260306,DEF-FUNC,test,1,True,True,False,rework
QEV-000000621,2026-03-06,2026-03-06T12:00:00,PLOT-00000357,FAC-MX,LINE-MX-02,PROD-X100,COMP-NET,SUP-H,CLOT-H-NET-20260306,DEF-FUNC,test,1,True,True,False,rework
QEV-000000622,2026-03-06,2026-03-06T12:00:00,PLOT-00000358,FAC-MY,LINE-MY-01,PROD-X200,COMP-MEM,SUP-B,CLOT-B-MEM-20260306,DEF-MEM,test,1,True,False,False,fail
QEV-000000623,2026-03-06,2026-03-06T12:00:00,PLOT-00000358,FAC-MY,LINE-MY-01,PROD-X200,COMP-STOR,SUP-B,CLOT-B-TOR-20260306,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000000624,2026-03-06,2026-03-06T12:00:00,PLOT-00000359,FAC-MY,LINE-MY-03,PROD-X100,COMP-MAIN,SUP-D,CLOT-D-AIN-20260306,DEF-FUNC,test,1,True,True,False,rework
QEV-000000625,2026-03-06,2026-03-06T12:00:00,PLOT-00000359,FAC-MY,LINE-MY-03,PROD-X100,COMP-PWR,SUP-A,CLOT-A-PWR-20260306,DEF-FUNC,test,1,True,True,False,rework
QEV-000000626,2026-03-06,2026-03-06T12:00:00,PLOT-00000359,FAC-MY,LINE-MY-03,PROD-X100,COMP-STOR,SUP-A,CLOT-A-TOR-20260306,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000627,2026-03-06,2026-03-06T12:00:00,PLOT-00000359,FAC-MY,LINE-MY-03,PROD-X100,COMP-STOR,SUP-G,CLOT-G-TOR-20260306,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000628,2026-03-07,2026-03-07T12:00:00,PLOT-00000360,FAC-TW,LINE-TW-01,PROD-S100,COMP-PWR,SUP-D,CLOT-D-PWR-20260307,DEF-VOLT,test,1,True,True,False,rework
QEV-000000629,2026-03-07,2026-03-07T12:00:00,PLOT-00000360,FAC-TW,LINE-TW-01,PROD-S100,COMP-STOR,SUP-B,CLOT-B-TOR-20260307,DEF-FUNC,test,1,True,False,False,fail
QEV-000000630,2026-03-07,2026-03-07T12:00:00,PLOT-00000361,FAC-TW,LINE-TW-02,PROD-X100,COMP-COOL,SUP-D,CLOT-D-OOL-20260307,DEF-THERM,test,1,True,False,False,fail
QEV-000000631,2026-03-07,2026-03-07T12:00:00,PLOT-00000362,FAC-MX,LINE-MX-01,PROD-X200,COMP-NET,SUP-G,CLOT-G-NET-20260307,DEF-FUNC,test,1,True,True,False,rework
QEV-000000632,2026-03-07,2026-03-07T12:00:00,PLOT-00000362,FAC-MX,LINE-MX-01,PROD-X200,COMP-PWR,SUP-B,CLOT-B-PWR-20260307,DEF-VOLT,test,1,True,False,False,fail
QEV-000000633,2026-03-07,2026-03-07T12:00:00,PLOT-00000363,FAC-MX,LINE-MX-02,PROD-X100,COMP-COOL,SUP-D,CLOT-D-OOL-20260307,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000634,2026-03-07,2026-03-07T12:00:00,PLOT-00000363,FAC-MX,LINE-MX-02,PROD-X100,COMP-MAIN,SUP-D,CLOT-D-AIN-20260307,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000635,2026-03-07,2026-03-07T12:00:00,PLOT-00000365,FAC-MY,LINE-MY-03,PROD-C100,COMP-COOL,SUP-F,CLOT-F-OOL-20260307,DEF-THERM,test,1,True,False,False,fail
QEV-000000636,2026-03-07,2026-03-07T12:00:00,PLOT-00000365,FAC-MY,LINE-MY-03,PROD-C100,COMP-MAIN,SUP-E,CLOT-E-AIN-20260307,DEF-FUNC,test,1,True,True,False,rework
QEV-000000637,2026-03-07,2026-03-07T12:00:00,PLOT-00000365,FAC-MY,LINE-MY-03,PROD-C100,COMP-MEM,SUP-A,CLOT-A-MEM-20260307,DEF-MEM,test,1,True,True,False,rework
QEV-000000638,2026-03-07,2026-03-07T12:00:00,PLOT-00000365,FAC-MY,LINE-MY-03,PROD-C100,COMP-MEM,SUP-B,CLOT-B-MEM-20260307,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000639,2026-03-07,2026-03-07T12:00:00,PLOT-00000365,FAC-MY,LINE-MY-03,PROD-C100,COMP-MEM,SUP-D,CLOT-D-MEM-20260307,DEF-MEM,test,1,True,False,True,scrap
QEV-000000640,2026-03-07,2026-03-07T12:00:00,PLOT-00000365,FAC-MY,LINE-MY-03,PROD-C100,COMP-MEM,SUP-G,CLOT-G-MEM-20260307,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000641,2026-03-07,2026-03-07T12:00:00,PLOT-00000365,FAC-MY,LINE-MY-03,PROD-C100,COMP-PWR,SUP-A,CLOT-A-PWR-20260307,DEF-VOLT,test,1,True,True,False,rework
QEV-000000642,2026-03-08,2026-03-08T12:00:00,PLOT-00000366,FAC-TW,LINE-TW-01,PROD-X100,COMP-MAIN,SUP-F,CLOT-F-AIN-20260308,DEF-ASSY,in_process,1,True,False,False,fail
QEV-000000643,2026-03-08,2026-03-08T12:00:00,PLOT-00000366,FAC-TW,LINE-TW-01,PROD-X100,COMP-STOR,SUP-F,CLOT-F-TOR-20260308,DEF-FUNC,test,1,True,False,True,scrap
QEV-000000644,2026-03-08,2026-03-08T12:00:00,PLOT-00000368,FAC-MX,LINE-MX-01,PROD-X100,COMP-NET,SUP-C,CLOT-C-NET-20260308,DEF-FUNC,test,1,True,True,False,rework
QEV-000000645,2026-03-08,2026-03-08T12:00:00,PLOT-00000369,FAC-MX,LINE-MX-02,PROD-X100,COMP-STOR,SUP-A,CLOT-A-TOR-20260308,DEF-FUNC,test,1,True,True,False,rework
QEV-000000646,2026-03-08,2026-03-08T12:00:00,PLOT-00000369,FAC-MX,LINE-MX-02,PROD-X100,COMP-STOR,SUP-G,CLOT-G-TOR-20260308,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000647,2026-03-08,2026-03-08T12:00:00,PLOT-00000371,FAC-MY,LINE-MY-03,PROD-X100,COMP-COOL,SUP-D,CLOT-D-OOL-20260308,DEF-THERM,test,1,True,True,False,rework
QEV-000000648,2026-03-08,2026-03-08T12:00:00,PLOT-00000371,FAC-MY,LINE-MY-03,PROD-X100,COMP-NET,SUP-B,CLOT-B-NET-20260308,DEF-ASSY,in_process,1,True,True,False,rework
QEV-000000649,2026-03-08,2026-03-08T12:00:00,PLOT-00000371,FAC-MY,LINE-MY-03,PROD-X100,COMP-NET,SUP-H,CLOT-H-NET-20260308,DEF-CONN,in_process,1,True,True,False,rework
QEV-000000650,2026-03-08,2026-03-08T12:00:00,PLOT-00000371,FAC-MY,LINE-MY-03,PROD-X100,COMP-PWR,SUP-F,CLOT-F-PWR-20260308,DEF-VOLT,test,1,True,True,False,rework
QEV-000000651,2026-03-09,2026-03-09T12:00:00,PLOT-00000372,FAC-TW,LINE-TW-01,PROD-S100,COMP-MAIN,SUP-A,CLOT-A-AIN-20260309,DEF-FUNC,test,1,True,False,False,fail
QEV-000000652,2026-03-09,2026-03-09T12:00:00,PLOT-00000372,FAC-TW,LINE-TW-01,PROD-S100,COMP-STOR,SUP-B,CLOT-B-TOR-20260309,DEF-FUNC,test,1,True,False,False,fail
QEV-000000653,2026-03-09,2026-03-09T12:00:00,PLOT-00000373,FAC-TW,LINE-TW-02,PROD-S100,COMP-MAIN,SUP-A,CLOT-A-AIN-20260309,DEF-FUNC,test,1,True,True,False,rework
